Lower layer Super Output Areas Code,Car or van availability (3 categories),Observation
E01004624,Does not apply,0
E01004624,No cars or vans in household,210
E01004624,1 or more cars or vans in household,399
E01004625,Does not apply,0
E01004625,No cars or vans in household,61
E01004625,1 or more cars or vans in household,411
E01004626,Does not apply,0
E01004626,No cars or vans in household,225
E01004626,1 or more cars or vans in household,542
E01004627,Does not apply,0
E01004627,No cars or vans in household,222
E01004627,1 or more cars or vans in household,385
E01004628,Does not apply,0
E01004628,No cars or vans in household,385
E01004628,1 or more cars or vans in household,504
E01004629,Does not apply,0
E01004629,No cars or vans in household,183
E01004629,1 or more cars or vans in household,420
E01004630,Does not apply,0
E01004630,No cars or vans in household,321
E01004630,1 or more cars or vans in household,337
E01004631,Does not apply,0
E01004631,No cars or vans in household,328
E01004631,1 or more cars or vans in household,413
E01004632,Does not apply,0
E01004632,No cars or vans in household,209
E01004632,1 or more cars or vans in household,365
E01004633,Does not apply,0
E01004633,No cars or vans in household,317
E01004633,1 or more cars or vans in household,285
E01004634,Does not apply,0
E01004634,No cars or vans in household,273
E01004634,1 or more cars or vans in household,408
E01004635,Does not apply,0
E01004635,No cars or vans in household,267
E01004635,1 or more cars or vans in household,402
E01004636,Does not apply,0
E01004636,No cars or vans in household,244
E01004636,1 or more cars or vans in household,375
E01004637,Does not apply,0
E01004637,No cars or vans in household,213
E01004637,1 or more cars or vans in household,355
E01004638,Does not apply,0
E01004638,No cars or vans in household,67
E01004638,1 or more cars or vans in household,438
E01004639,Does not apply,0
E01004639,No cars or vans in household,318
E01004639,1 or more cars or vans in household,449
E01004640,Does not apply,0
E01004640,No cars or vans in household,312
E01004640,1 or more cars or vans in household,458
E01004641,Does not apply,0
E01004641,No cars or vans in household,273
E01004641,1 or more cars or vans in household,512
E01004642,Does not apply,0
E01004642,No cars or vans in household,332
E01004642,1 or more cars or vans in household,496
E01004643,Does not apply,0
E01004643,No cars or vans in household,451
E01004643,1 or more cars or vans in household,517
E01004644,Does not apply,0
E01004644,No cars or vans in household,365
E01004644,1 or more cars or vans in household,698
E01004645,Does not apply,0
E01004645,No cars or vans in household,411
E01004645,1 or more cars or vans in household,405
E01004646,Does not apply,0
E01004646,No cars or vans in household,249
E01004646,1 or more cars or vans in household,393
E01004647,Does not apply,0
E01004647,No cars or vans in household,329
E01004647,1 or more cars or vans in household,292
E01004648,Does not apply,0
E01004648,No cars or vans in household,542
E01004648,1 or more cars or vans in household,490
E01004649,Does not apply,0
E01004649,No cars or vans in household,280
E01004649,1 or more cars or vans in household,314
E01004650,Does not apply,0
E01004650,No cars or vans in household,460
E01004650,1 or more cars or vans in household,396
E01004651,Does not apply,0
E01004651,No cars or vans in household,735
E01004651,1 or more cars or vans in household,277
E01004652,Does not apply,0
E01004652,No cars or vans in household,677
E01004652,1 or more cars or vans in household,173
E01004653,Does not apply,0
E01004653,No cars or vans in household,449
E01004653,1 or more cars or vans in household,349
E01004654,Does not apply,0
E01004654,No cars or vans in household,773
E01004654,1 or more cars or vans in household,426
E01004656,Does not apply,0
E01004656,No cars or vans in household,799
E01004656,1 or more cars or vans in household,307
E01004657,Does not apply,0
E01004657,No cars or vans in household,400
E01004657,1 or more cars or vans in household,200
E01004658,Does not apply,0
E01004658,No cars or vans in household,600
E01004658,1 or more cars or vans in household,173
E01004659,Does not apply,0
E01004659,No cars or vans in household,613
E01004659,1 or more cars or vans in household,233
E01004660,Does not apply,0
E01004660,No cars or vans in household,453
E01004660,1 or more cars or vans in household,213
E01004661,Does not apply,0
E01004661,No cars or vans in household,620
E01004661,1 or more cars or vans in household,229
E01004662,Does not apply,0
E01004662,No cars or vans in household,604
E01004662,1 or more cars or vans in household,177
E01004663,Does not apply,0
E01004663,No cars or vans in household,487
E01004663,1 or more cars or vans in household,231
E01004665,Does not apply,0
E01004665,No cars or vans in household,381
E01004665,1 or more cars or vans in household,200
E01004668,Does not apply,0
E01004668,No cars or vans in household,349
E01004668,1 or more cars or vans in household,240
E01004669,Does not apply,0
E01004669,No cars or vans in household,519
E01004669,1 or more cars or vans in household,209
E01004670,Does not apply,0
E01004670,No cars or vans in household,633
E01004670,1 or more cars or vans in household,293
E01004674,Does not apply,0
E01004674,No cars or vans in household,465
E01004674,1 or more cars or vans in household,305
E01004675,Does not apply,0
E01004675,No cars or vans in household,716
E01004675,1 or more cars or vans in household,356
E01004676,Does not apply,0
E01004676,No cars or vans in household,435
E01004676,1 or more cars or vans in household,276
E01004677,Does not apply,0
E01004677,No cars or vans in household,523
E01004677,1 or more cars or vans in household,278
E01004678,Does not apply,0
E01004678,No cars or vans in household,495
E01004678,1 or more cars or vans in household,340
E01004679,Does not apply,0
E01004679,No cars or vans in household,640
E01004679,1 or more cars or vans in household,278
E01004680,Does not apply,0
E01004680,No cars or vans in household,331
E01004680,1 or more cars or vans in household,235
E01004681,Does not apply,0
E01004681,No cars or vans in household,644
E01004681,1 or more cars or vans in household,274
E01004682,Does not apply,0
E01004682,No cars or vans in household,513
E01004682,1 or more cars or vans in household,159
E01004683,Does not apply,0
E01004683,No cars or vans in household,324
E01004683,1 or more cars or vans in household,299
E01004684,Does not apply,0
E01004684,No cars or vans in household,312
E01004684,1 or more cars or vans in household,160
E01004686,Does not apply,0
E01004686,No cars or vans in household,581
E01004686,1 or more cars or vans in household,167
E01004687,Does not apply,0
E01004687,No cars or vans in household,272
E01004687,1 or more cars or vans in household,402
E01004690,Does not apply,0
E01004690,No cars or vans in household,175
E01004690,1 or more cars or vans in household,261
E01004691,Does not apply,0
E01004691,No cars or vans in household,229
E01004691,1 or more cars or vans in household,247
E01004692,Does not apply,0
E01004692,No cars or vans in household,239
E01004692,1 or more cars or vans in household,208
E01004693,Does not apply,0
E01004693,No cars or vans in household,352
E01004693,1 or more cars or vans in household,237
E01004694,Does not apply,0
E01004694,No cars or vans in household,578
E01004694,1 or more cars or vans in household,196
E01004695,Does not apply,0
E01004695,No cars or vans in household,440
E01004695,1 or more cars or vans in household,108
E01004696,Does not apply,0
E01004696,No cars or vans in household,489
E01004696,1 or more cars or vans in household,206
E01004697,Does not apply,0
E01004697,No cars or vans in household,467
E01004697,1 or more cars or vans in household,200
E01004698,Does not apply,0
E01004698,No cars or vans in household,467
E01004698,1 or more cars or vans in household,167
E01004699,Does not apply,0
E01004699,No cars or vans in household,648
E01004699,1 or more cars or vans in household,250
E01004700,Does not apply,0
E01004700,No cars or vans in household,549
E01004700,1 or more cars or vans in household,223
E01004701,Does not apply,0
E01004701,No cars or vans in household,467
E01004701,1 or more cars or vans in household,303
E01004702,Does not apply,0
E01004702,No cars or vans in household,697
E01004702,1 or more cars or vans in household,374
E01004703,Does not apply,0
E01004703,No cars or vans in household,449
E01004703,1 or more cars or vans in household,416
E01004705,Does not apply,0
E01004705,No cars or vans in household,309
E01004705,1 or more cars or vans in household,276
E01004706,Does not apply,0
E01004706,No cars or vans in household,414
E01004706,1 or more cars or vans in household,267
E01004707,Does not apply,0
E01004707,No cars or vans in household,391
E01004707,1 or more cars or vans in household,363
E01004708,Does not apply,0
E01004708,No cars or vans in household,484
E01004708,1 or more cars or vans in household,241
E01004709,Does not apply,0
E01004709,No cars or vans in household,445
E01004709,1 or more cars or vans in household,271
E01004710,Does not apply,0
E01004710,No cars or vans in household,454
E01004710,1 or more cars or vans in household,266
E01004711,Does not apply,0
E01004711,No cars or vans in household,549
E01004711,1 or more cars or vans in household,268
E01004712,Does not apply,0
E01004712,No cars or vans in household,511
E01004712,1 or more cars or vans in household,225
E01004713,Does not apply,0
E01004713,No cars or vans in household,456
E01004713,1 or more cars or vans in household,239
E01004714,Does not apply,0
E01004714,No cars or vans in household,560
E01004714,1 or more cars or vans in household,261
E01004715,Does not apply,0
E01004715,No cars or vans in household,617
E01004715,1 or more cars or vans in household,213
E01004716,Does not apply,0
E01004716,No cars or vans in household,298
E01004716,1 or more cars or vans in household,233
E01004717,Does not apply,0
E01004717,No cars or vans in household,553
E01004717,1 or more cars or vans in household,193
E01004718,Does not apply,0
E01004718,No cars or vans in household,514
E01004718,1 or more cars or vans in household,278
E01004719,Does not apply,0
E01004719,No cars or vans in household,414
E01004719,1 or more cars or vans in household,366
E01004720,Does not apply,0
E01004720,No cars or vans in household,443
E01004720,1 or more cars or vans in household,415
E01004721,Does not apply,0
E01004721,No cars or vans in household,517
E01004721,1 or more cars or vans in household,321
E01004722,Does not apply,0
E01004722,No cars or vans in household,450
E01004722,1 or more cars or vans in household,418
E01004723,Does not apply,0
E01004723,No cars or vans in household,636
E01004723,1 or more cars or vans in household,326
E01004724,Does not apply,0
E01004724,No cars or vans in household,546
E01004724,1 or more cars or vans in household,324
E01004725,Does not apply,0
E01004725,No cars or vans in household,340
E01004725,1 or more cars or vans in household,246
E01004726,Does not apply,0
E01004726,No cars or vans in household,452
E01004726,1 or more cars or vans in household,341
E01004727,Does not apply,0
E01004727,No cars or vans in household,512
E01004727,1 or more cars or vans in household,253
E01004728,Does not apply,0
E01004728,No cars or vans in household,515
E01004728,1 or more cars or vans in household,214
E01004729,Does not apply,0
E01004729,No cars or vans in household,500
E01004729,1 or more cars or vans in household,238
E01004730,Does not apply,0
E01004730,No cars or vans in household,373
E01004730,1 or more cars or vans in household,324
E01004731,Does not apply,0
E01004731,No cars or vans in household,762
E01004731,1 or more cars or vans in household,275
E01004732,Does not apply,0
E01004732,No cars or vans in household,547
E01004732,1 or more cars or vans in household,144
E01004733,Does not apply,0
E01004733,No cars or vans in household,583
E01004733,1 or more cars or vans in household,363
E01004734,Does not apply,0
E01004734,No cars or vans in household,832
E01004734,1 or more cars or vans in household,172
E01004735,Does not apply,0
E01004735,No cars or vans in household,963
E01004735,1 or more cars or vans in household,191
E01004736,Does not apply,0
E01004736,No cars or vans in household,383
E01004736,1 or more cars or vans in household,197
E01004737,Does not apply,0
E01004737,No cars or vans in household,355
E01004737,1 or more cars or vans in household,246
E01004740,Does not apply,0
E01004740,No cars or vans in household,495
E01004740,1 or more cars or vans in household,164
E01004741,Does not apply,0
E01004741,No cars or vans in household,476
E01004741,1 or more cars or vans in household,192
E01004742,Does not apply,0
E01004742,No cars or vans in household,457
E01004742,1 or more cars or vans in household,251
E01004743,Does not apply,0
E01004743,No cars or vans in household,497
E01004743,1 or more cars or vans in household,226
E01004744,Does not apply,0
E01004744,No cars or vans in household,503
E01004744,1 or more cars or vans in household,232
E01004746,Does not apply,0
E01004746,No cars or vans in household,514
E01004746,1 or more cars or vans in household,159
E01004747,Does not apply,0
E01004747,No cars or vans in household,742
E01004747,1 or more cars or vans in household,306
E01004748,Does not apply,0
E01004748,No cars or vans in household,330
E01004748,1 or more cars or vans in household,189
E01004749,Does not apply,0
E01004749,No cars or vans in household,683
E01004749,1 or more cars or vans in household,369
E01004750,Does not apply,0
E01004750,No cars or vans in household,598
E01004750,1 or more cars or vans in household,242
E01004751,Does not apply,0
E01004751,No cars or vans in household,466
E01004751,1 or more cars or vans in household,304
E01004752,Does not apply,0
E01004752,No cars or vans in household,494
E01004752,1 or more cars or vans in household,211
E01004753,Does not apply,0
E01004753,No cars or vans in household,620
E01004753,1 or more cars or vans in household,302
E01004754,Does not apply,0
E01004754,No cars or vans in household,469
E01004754,1 or more cars or vans in household,210
E01004755,Does not apply,0
E01004755,No cars or vans in household,621
E01004755,1 or more cars or vans in household,369
E01004756,Does not apply,0
E01004756,No cars or vans in household,499
E01004756,1 or more cars or vans in household,252
E01004757,Does not apply,0
E01004757,No cars or vans in household,394
E01004757,1 or more cars or vans in household,229
E01004760,Does not apply,0
E01004760,No cars or vans in household,460
E01004760,1 or more cars or vans in household,237
E01004761,Does not apply,0
E01004761,No cars or vans in household,429
E01004761,1 or more cars or vans in household,268
E01004762,Does not apply,0
E01004762,No cars or vans in household,456
E01004762,1 or more cars or vans in household,306
E01004763,Does not apply,0
E01004763,No cars or vans in household,897
E01004763,1 or more cars or vans in household,220
E01004765,Does not apply,0
E01004765,No cars or vans in household,780
E01004765,1 or more cars or vans in household,267
E01032512,Does not apply,0
E01032512,No cars or vans in household,575
E01032512,1 or more cars or vans in household,318
E01032513,Does not apply,0
E01032513,No cars or vans in household,355
E01032513,1 or more cars or vans in household,177
E01032562,Does not apply,0
E01032562,No cars or vans in household,217
E01032562,1 or more cars or vans in household,403
E01032563,Does not apply,0
E01032563,No cars or vans in household,80
E01032563,1 or more cars or vans in household,486
E01032564,Does not apply,0
E01032564,No cars or vans in household,178
E01032564,1 or more cars or vans in household,315
E01032565,Does not apply,0
E01032565,No cars or vans in household,248
E01032565,1 or more cars or vans in household,355
E01032566,Does not apply,0
E01032566,No cars or vans in household,214
E01032566,1 or more cars or vans in household,538
E01032567,Does not apply,0
E01032567,No cars or vans in household,156
E01032567,1 or more cars or vans in household,444
E01032568,Does not apply,0
E01032568,No cars or vans in household,192
E01032568,1 or more cars or vans in household,450
E01032569,Does not apply,0
E01032569,No cars or vans in household,270
E01032569,1 or more cars or vans in household,413
E01032570,Does not apply,0
E01032570,No cars or vans in household,118
E01032570,1 or more cars or vans in household,614
E01032572,Does not apply,0
E01032572,No cars or vans in household,323
E01032572,1 or more cars or vans in household,432
E01032573,Does not apply,0
E01032573,No cars or vans in household,454
E01032573,1 or more cars or vans in household,448
E01032574,Does not apply,0
E01032574,No cars or vans in household,280
E01032574,1 or more cars or vans in household,413
E01032575,Does not apply,0
E01032575,No cars or vans in household,346
E01032575,1 or more cars or vans in household,315
E01032576,Does not apply,0
E01032576,No cars or vans in household,48
E01032576,1 or more cars or vans in household,467
E01032577,Does not apply,0
E01032577,No cars or vans in household,81
E01032577,1 or more cars or vans in household,528
E01032579,Does not apply,0
E01032579,No cars or vans in household,668
E01032579,1 or more cars or vans in household,308
E01032580,Does not apply,0
E01032580,No cars or vans in household,153
E01032580,1 or more cars or vans in household,333
E01032581,Does not apply,0
E01032581,No cars or vans in household,231
E01032581,1 or more cars or vans in household,512
E01032582,Does not apply,0
E01032582,No cars or vans in household,882
E01032582,1 or more cars or vans in household,282
E01032583,Does not apply,0
E01032583,No cars or vans in household,677
E01032583,1 or more cars or vans in household,240
E01032584,Does not apply,0
E01032584,No cars or vans in household,415
E01032584,1 or more cars or vans in household,152
E01032623,Does not apply,0
E01032623,No cars or vans in household,35
E01032623,1 or more cars or vans in household,569
E01032637,Does not apply,0
E01032637,No cars or vans in household,382
E01032637,1 or more cars or vans in household,183
E01032638,Does not apply,0
E01032638,No cars or vans in household,365
E01032638,1 or more cars or vans in household,232
E01032639,Does not apply,0
E01032639,No cars or vans in household,598
E01032639,1 or more cars or vans in household,184
E01032640,Does not apply,0
E01032640,No cars or vans in household,405
E01032640,1 or more cars or vans in household,205
E01032646,Does not apply,0
E01032646,No cars or vans in household,607
E01032646,1 or more cars or vans in household,199
E01032719,Does not apply,0
E01032719,No cars or vans in household,662
E01032719,1 or more cars or vans in household,141
E01032739,Does not apply,0
E01032739,No cars or vans in household,731
E01032739,1 or more cars or vans in household,148
E01032740,Does not apply,0
E01032740,No cars or vans in household,728
E01032740,1 or more cars or vans in household,149
E01032741,Does not apply,0
E01032741,No cars or vans in household,413
E01032741,1 or more cars or vans in household,319
E01032742,Does not apply,0
E01032742,No cars or vans in household,339
E01032742,1 or more cars or vans in household,492
E01032743,Does not apply,0
E01032743,No cars or vans in household,237
E01032743,1 or more cars or vans in household,583
E01032744,Does not apply,0
E01032744,No cars or vans in household,155
E01032744,1 or more cars or vans in household,363
E01032764,Does not apply,0
E01032764,No cars or vans in household,729
E01032764,1 or more cars or vans in household,328
E01032765,Does not apply,0
E01032765,No cars or vans in household,458
E01032765,1 or more cars or vans in household,282
E01032767,Does not apply,0
E01032767,No cars or vans in household,646
E01032767,1 or more cars or vans in household,148
E01032768,Does not apply,0
E01032768,No cars or vans in household,427
E01032768,1 or more cars or vans in household,258
E01032769,Does not apply,0
E01032769,No cars or vans in household,387
E01032769,1 or more cars or vans in household,245
E01032770,Does not apply,0
E01032770,No cars or vans in household,878
E01032770,1 or more cars or vans in household,206
E01032771,Does not apply,0
E01032771,No cars or vans in household,607
E01032771,1 or more cars or vans in household,172
E01032772,Does not apply,0
E01032772,No cars or vans in household,928
E01032772,1 or more cars or vans in household,251
E01032774,Does not apply,0
E01032774,No cars or vans in household,513
E01032774,1 or more cars or vans in household,216
E01032775,Does not apply,0
E01032775,No cars or vans in household,319
E01032775,1 or more cars or vans in household,244
E01032776,Does not apply,0
E01032776,No cars or vans in household,794
E01032776,1 or more cars or vans in household,257
E01032777,Does not apply,0
E01032777,No cars or vans in household,386
E01032777,1 or more cars or vans in household,188
E01032779,Does not apply,0
E01032779,No cars or vans in household,464
E01032779,1 or more cars or vans in household,190
E01032780,Does not apply,0
E01032780,No cars or vans in household,684
E01032780,1 or more cars or vans in household,325
E01032781,Does not apply,0
E01032781,No cars or vans in household,521
E01032781,1 or more cars or vans in household,240
E01032782,Does not apply,0
E01032782,No cars or vans in household,923
E01032782,1 or more cars or vans in household,211
E01032783,Does not apply,0
E01032783,No cars or vans in household,365
E01032783,1 or more cars or vans in household,216
E01032784,Does not apply,0
E01032784,No cars or vans in household,509
E01032784,1 or more cars or vans in household,236
E01032785,Does not apply,0
E01032785,No cars or vans in household,688
E01032785,1 or more cars or vans in household,336
E01032786,Does not apply,0
E01032786,No cars or vans in household,381
E01032786,1 or more cars or vans in household,240
E01032787,Does not apply,0
E01032787,No cars or vans in household,488
E01032787,1 or more cars or vans in household,288
E01032788,Does not apply,0
E01032788,No cars or vans in household,418
E01032788,1 or more cars or vans in household,294
E01032789,Does not apply,0
E01032789,No cars or vans in household,369
E01032789,1 or more cars or vans in household,223
E01032790,Does not apply,0
E01032790,No cars or vans in household,241
E01032790,1 or more cars or vans in household,245
E01032803,Does not apply,0
E01032803,No cars or vans in household,619
E01032803,1 or more cars or vans in household,169
E01032834,Does not apply,0
E01032834,No cars or vans in household,371
E01032834,1 or more cars or vans in household,249
E01033000,Does not apply,0
E01033000,No cars or vans in household,257
E01033000,1 or more cars or vans in household,367
E01033030,Does not apply,0
E01033030,No cars or vans in household,388
E01033030,1 or more cars or vans in household,332
E01033081,Does not apply,0
E01033081,No cars or vans in household,298
E01033081,1 or more cars or vans in household,479
E01033082,Does not apply,0
E01033082,No cars or vans in household,285
E01033082,1 or more cars or vans in household,369
E01033083,Does not apply,0
E01033083,No cars or vans in household,548
E01033083,1 or more cars or vans in household,241
E01033084,Does not apply,0
E01033084,No cars or vans in household,386
E01033084,1 or more cars or vans in household,320
E01033086,Does not apply,0
E01033086,No cars or vans in household,287
E01033086,1 or more cars or vans in household,225
E01033098,Does not apply,0
E01033098,No cars or vans in household,665
E01033098,1 or more cars or vans in household,284
E01033099,Does not apply,0
E01033099,No cars or vans in household,516
E01033099,1 or more cars or vans in household,395
E01033100,Does not apply,0
E01033100,No cars or vans in household,644
E01033100,1 or more cars or vans in household,205
E01033132,Does not apply,0
E01033132,No cars or vans in household,827
E01033132,1 or more cars or vans in household,319
E01033133,Does not apply,0
E01033133,No cars or vans in household,339
E01033133,1 or more cars or vans in household,307
E01033135,Does not apply,0
E01033135,No cars or vans in household,176
E01033135,1 or more cars or vans in household,290
E01033146,Does not apply,0
E01033146,No cars or vans in household,200
E01033146,1 or more cars or vans in household,355
E01033148,Does not apply,0
E01033148,No cars or vans in household,167
E01033148,1 or more cars or vans in household,505
E01033150,Does not apply,0
E01033150,No cars or vans in household,252
E01033150,1 or more cars or vans in household,398
E01033151,Does not apply,0
E01033151,No cars or vans in household,217
E01033151,1 or more cars or vans in household,285
E01033208,Does not apply,0
E01033208,No cars or vans in household,727
E01033208,1 or more cars or vans in household,227
E01033320,Does not apply,0
E01033320,No cars or vans in household,264
E01033320,1 or more cars or vans in household,374
E01033322,Does not apply,0
E01033322,No cars or vans in household,299
E01033322,1 or more cars or vans in household,274
E01033324,Does not apply,0
E01033324,No cars or vans in household,291
E01033324,1 or more cars or vans in household,336
E01033325,Does not apply,0
E01033325,No cars or vans in household,519
E01033325,1 or more cars or vans in household,199
E01033327,Does not apply,0
E01033327,No cars or vans in household,644
E01033327,1 or more cars or vans in household,360
E01033341,Does not apply,0
E01033341,No cars or vans in household,346
E01033341,1 or more cars or vans in household,218
E01033455,Does not apply,0
E01033455,No cars or vans in household,343
E01033455,1 or more cars or vans in household,154
E01033456,Does not apply,0
E01033456,No cars or vans in household,417
E01033456,1 or more cars or vans in household,459
E01033457,Does not apply,0
E01033457,No cars or vans in household,234
E01033457,1 or more cars or vans in household,347
E01033463,Does not apply,0
E01033463,No cars or vans in household,161
E01033463,1 or more cars or vans in household,749
E01033485,Does not apply,0
E01033485,No cars or vans in household,452
E01033485,1 or more cars or vans in household,256
E01033486,Does not apply,0
E01033486,No cars or vans in household,282
E01033486,1 or more cars or vans in household,137
E01033487,Does not apply,0
E01033487,No cars or vans in household,457
E01033487,1 or more cars or vans in household,136
E01033488,Does not apply,0
E01033488,No cars or vans in household,457
E01033488,1 or more cars or vans in household,163
E01033489,Does not apply,0
E01033489,No cars or vans in household,524
E01033489,1 or more cars or vans in household,155
E01033490,Does not apply,0
E01033490,No cars or vans in household,416
E01033490,1 or more cars or vans in household,140
E01033491,Does not apply,0
E01033491,No cars or vans in household,696
E01033491,1 or more cars or vans in household,270
E01033493,Does not apply,0
E01033493,No cars or vans in household,439
E01033493,1 or more cars or vans in household,247
E01033494,Does not apply,0
E01033494,No cars or vans in household,359
E01033494,1 or more cars or vans in household,292
E01033569,Does not apply,0
E01033569,No cars or vans in household,370
E01033569,1 or more cars or vans in household,435
E01033570,Does not apply,0
E01033570,No cars or vans in household,223
E01033570,1 or more cars or vans in household,612
E01033571,Does not apply,0
E01033571,No cars or vans in household,151
E01033571,1 or more cars or vans in household,455
E01033579,Does not apply,0
E01033579,No cars or vans in household,664
E01033579,1 or more cars or vans in household,233
E01033580,Does not apply,0
E01033580,No cars or vans in household,261
E01033580,1 or more cars or vans in household,326
E01033581,Does not apply,0
E01033581,No cars or vans in household,334
E01033581,1 or more cars or vans in household,410
E01033582,Does not apply,0
E01033582,No cars or vans in household,263
E01033582,1 or more cars or vans in household,336
E01033584,Does not apply,0
E01033584,No cars or vans in household,286
E01033584,1 or more cars or vans in household,276
E01033586,Does not apply,0
E01033586,No cars or vans in household,567
E01033586,1 or more cars or vans in household,336
E01033587,Does not apply,0
E01033587,No cars or vans in household,522
E01033587,1 or more cars or vans in household,517
E01033589,Does not apply,0
E01033589,No cars or vans in household,451
E01033589,1 or more cars or vans in household,215
E01033590,Does not apply,0
E01033590,No cars or vans in household,125
E01033590,1 or more cars or vans in household,293
E01033591,Does not apply,0
E01033591,No cars or vans in household,465
E01033591,1 or more cars or vans in household,548
E01033592,Does not apply,0
E01033592,No cars or vans in household,120
E01033592,1 or more cars or vans in household,507
E01033593,Does not apply,0
E01033593,No cars or vans in household,656
E01033593,1 or more cars or vans in household,215
E01033594,Does not apply,0
E01033594,No cars or vans in household,505
E01033594,1 or more cars or vans in household,196
E01033597,Does not apply,0
E01033597,No cars or vans in household,427
E01033597,1 or more cars or vans in household,157
E01033598,Does not apply,0
E01033598,No cars or vans in household,396
E01033598,1 or more cars or vans in household,149
E01033599,Does not apply,0
E01033599,No cars or vans in household,388
E01033599,1 or more cars or vans in household,137
E01033601,Does not apply,0
E01033601,No cars or vans in household,374
E01033601,1 or more cars or vans in household,234
E01033602,Does not apply,0
E01033602,No cars or vans in household,469
E01033602,1 or more cars or vans in household,163
E01033603,Does not apply,0
E01033603,No cars or vans in household,438
E01033603,1 or more cars or vans in household,154
E01033604,Does not apply,0
E01033604,No cars or vans in household,420
E01033604,1 or more cars or vans in household,122
E01033605,Does not apply,0
E01033605,No cars or vans in household,489
E01033605,1 or more cars or vans in household,210
E01033699,Does not apply,0
E01033699,No cars or vans in household,571
E01033699,1 or more cars or vans in household,143
E01033700,Does not apply,0
E01033700,No cars or vans in household,919
E01033700,1 or more cars or vans in household,213
E01033702,Does not apply,0
E01033702,No cars or vans in household,305
E01033702,1 or more cars or vans in household,256
E01033703,Does not apply,0
E01033703,No cars or vans in household,382
E01033703,1 or more cars or vans in household,176
E01033704,Does not apply,0
E01033704,No cars or vans in household,841
E01033704,1 or more cars or vans in household,262
E01033705,Does not apply,0
E01033705,No cars or vans in household,327
E01033705,1 or more cars or vans in household,225
E01033706,Does not apply,0
E01033706,No cars or vans in household,604
E01033706,1 or more cars or vans in household,128
E01033708,Does not apply,0
E01033708,No cars or vans in household,799
E01033708,1 or more cars or vans in household,137
E01033709,Does not apply,0
E01033709,No cars or vans in household,706
E01033709,1 or more cars or vans in household,166
E01033710,Does not apply,0
E01033710,No cars or vans in household,357
E01033710,1 or more cars or vans in household,158
E01033711,Does not apply,0
E01033711,No cars or vans in household,765
E01033711,1 or more cars or vans in household,116
E01033712,Does not apply,0
E01033712,No cars or vans in household,496
E01033712,1 or more cars or vans in household,197
E01033713,Does not apply,0
E01033713,No cars or vans in household,422
E01033713,1 or more cars or vans in household,188
E01033727,Does not apply,0
E01033727,No cars or vans in household,541
E01033727,1 or more cars or vans in household,425
E01033728,Does not apply,0
E01033728,No cars or vans in household,467
E01033728,1 or more cars or vans in household,401
E01033729,Does not apply,0
E01033729,No cars or vans in household,307
E01033729,1 or more cars or vans in household,451
E01033732,Does not apply,0
E01033732,No cars or vans in household,272
E01033732,1 or more cars or vans in household,180
E01033734,Does not apply,0
E01033734,No cars or vans in household,346
E01033734,1 or more cars or vans in household,286
E01033735,Does not apply,0
E01033735,No cars or vans in household,452
E01033735,1 or more cars or vans in household,140
E01033736,Does not apply,0
E01033736,No cars or vans in household,749
E01033736,1 or more cars or vans in household,418
E01033737,Does not apply,0
E01033737,No cars or vans in household,493
E01033737,1 or more cars or vans in household,320
E01033738,Does not apply,0
E01033738,No cars or vans in household,338
E01033738,1 or more cars or vans in household,404
E01033739,Does not apply,0
E01033739,No cars or vans in household,282
E01033739,1 or more cars or vans in household,367
E01033740,Does not apply,0
E01033740,No cars or vans in household,187
E01033740,1 or more cars or vans in household,357
E01033741,Does not apply,0
E01033741,No cars or vans in household,236
E01033741,1 or more cars or vans in household,405
E01033742,Does not apply,0
E01033742,No cars or vans in household,245
E01033742,1 or more cars or vans in household,321
E01033743,Does not apply,0
E01033743,No cars or vans in household,246
E01033743,1 or more cars or vans in household,416
E01033744,Does not apply,0
E01033744,No cars or vans in household,302
E01033744,1 or more cars or vans in household,359
E01033745,Does not apply,0
E01033745,No cars or vans in household,171
E01033745,1 or more cars or vans in household,418
E01033746,Does not apply,0
E01033746,No cars or vans in household,348
E01033746,1 or more cars or vans in household,356
E01033784,Does not apply,0
E01033784,No cars or vans in household,128
E01033784,1 or more cars or vans in household,551
E01033785,Does not apply,0
E01033785,No cars or vans in household,159
E01033785,1 or more cars or vans in household,476
E01033786,Does not apply,0
E01033786,No cars or vans in household,280
E01033786,1 or more cars or vans in household,279
E01033787,Does not apply,0
E01033787,No cars or vans in household,279
E01033787,1 or more cars or vans in household,288
E01033788,Does not apply,0
E01033788,No cars or vans in household,123
E01033788,1 or more cars or vans in household,392
E01033789,Does not apply,0
E01033789,No cars or vans in household,115
E01033789,1 or more cars or vans in household,489
E01033790,Does not apply,0
E01033790,No cars or vans in household,132
E01033790,1 or more cars or vans in household,357
E01033791,Does not apply,0
E01033791,No cars or vans in household,230
E01033791,1 or more cars or vans in household,400
E01033792,Does not apply,0
E01033792,No cars or vans in household,119
E01033792,1 or more cars or vans in household,452
E01033862,Does not apply,0
E01033862,No cars or vans in household,569
E01033862,1 or more cars or vans in household,175
E01033863,Does not apply,0
E01033863,No cars or vans in household,423
E01033863,1 or more cars or vans in household,183
E01033864,Does not apply,0
E01033864,No cars or vans in household,343
E01033864,1 or more cars or vans in household,149
E01033865,Does not apply,0
E01033865,No cars or vans in household,458
E01033865,1 or more cars or vans in household,139
